id,species,location_type,location_coordinates_0,location_coordinates_1
d120b0a4-fae0-48ea-87e5-2fa2dd8e38ce,FUNESTUS COMPLEX,Point,32.982,-24.532
d1e1e034-5c9a-43ca-8784-7405b97e7e8a,FUNESTUS COMPLEX,Point,-15.9167,15.9667
d444e7f2-26aa-443f-8c87-2fe8984af4a7,FUNESTUS COMPLEX,Point,-15.583,16.516
d6bb6bd7-1c9a-401d-9a47-de8367b309d4,FUNESTUS COMPLEX,Point,8.783,3.75
d7386594-4d7d-4d13-bdd0-c31b8c80fdc9,FUNESTUS COMPLEX,Point,8.616,3.434
d8a6abd7-bc7d-4f3b-aee2-d9d233a17603,FUNESTUS COMPLEX,Point,37.2668,-0.6245
d8fde3b0-4cb5-43b9-9c21-3f9ebb0b7d96,FUNESTUS COMPLEX,Point,13.528,8.642
d963b887-f351-4fa7-8b71-c6eef2381ee0,FUNESTUS COMPLEX,Point,8.716,3.701
dbbedee9-9f7f-421b-a1bd-db5b6bc4083a,FUNESTUS COMPLEX,Point,34.7167,0.0833
dbde4246-2ccf-4f2f-8155-3bc57b8d6a7b,FUNESTUS COMPLEX,Point,-3.86,12.729
dde5ee8e-e9c5-4595-b21e-05c7e17848c9,FUNESTUS COMPLEX,Point,37.3058,-0.6496
dee43c7a-478f-40fe-9340-baa25f6c7fbb,FUNESTUS COMPLEX,Point,37.409,-0.606
e12f053b-eff6-417c-ada0-d712182e55dc,FUNESTUS COMPLEX,Point,46.2727,-19.243
e2a8e9ee-1120-4438-a695-2bea44601774,FUNESTUS COMPLEX,Point,37.346,-0.695
e3c495bd-655e-412d-941f-67305389a0cc,FUNESTUS COMPLEX,Point,37.3446,-0.6981
e6290a59-8877-4e5e-ae13-bbf19281948b,FUNESTUS COMPLEX,Point,32.594,0.3646
e64f5c2b-9b5e-4075-8b66-c33766be88de,FUNESTUS COMPLEX,Point,34.205,-0.418
e65d8d6b-c199-43c5-af53-233c43663eaf,FUNESTUS COMPLEX,Point,11.018,1.689
e7009e3c-5e06-4524-b83e-c7c14ae1135b,FUNESTUS COMPLEX,Point,37.45,-0.5667
e7d25f43-a6e5-49a3-9d47-be591943fc0b,FUNESTUS COMPLEX,Point,34.7167,0.0833
eac0de42-1903-4e74-bdfb-9591a6e246d3,FUNESTUS COMPLEX,Point,46.2727,-19.243
ebb99c87-112a-4e71-9138-126bcd58339e,FUNESTUS COMPLEX,Point,34.666667,-0.066667
ebd39919-7087-4ef8-a79d-f3c8f6f9b616,FUNESTUS COMPLEX,Point,33.206,0.44
ec1354cf-30e3-482c-9a8d-7a32533c8ef1,FUNESTUS COMPLEX,Point,37.3939,-0.7497
ec791808-292c-4c69-8260-4f73abd6b3e1,FUNESTUS COMPLEX,Point,32.6131,-25.9147
ee66e24b-6645-444a-af04-96115d897a02,FUNESTUS COMPLEX,Point,32.449,-25.983
eeb26b5d-d919-422b-a631-d9ac4dec07c7,FUNESTUS COMPLEX,Point,34.75,0.15
efcf16a3-8e32-4755-a02e-d9495ce2079a,FUNESTUS COMPLEX,Point,26.9409,-16.4685
f09533a5-50b8-4b4a-bd83-5e14f31cbda4,FUNESTUS COMPLEX,Point,34.504943,0.118785
f1551092-260e-48f5-83d1-dacdce8f6dfe,FUNESTUS COMPLEX,Point,-0.21,5.583
f180eb50-0137-45cc-b322-16572c7080eb,FUNESTUS COMPLEX,Point,34.292,-0.482
f2b51d58-0244-48f5-9a0c-532c763e3688,FUNESTUS COMPLEX,Point,46.2727,-19.243
f3182eb1-5151-490f-ae45-a1dd283c874a,FUNESTUS COMPLEX,Point,37.409,-0.606
f31dd703-9fba-4009-a938-4b0e42719be9,FUNESTUS COMPLEX,Point,33.206,0.44
f46ef69f-1966-404c-9949-b7b985a2b544,FUNESTUS COMPLEX,Point,8.632,3.584
f506dc34-59d8-4ace-bb36-378a3e15d786,FUNESTUS COMPLEX,Point,34.522078,0.120343
f51e5194-7de0-41fc-b434-d9992096d40c,FUNESTUS COMPLEX,Point,8.716,3.701
f5282e10-94cb-44df-a325-99bb9de345f8,FUNESTUS COMPLEX,Point,37.3446,-0.6981
f5decb57-7c7a-4a29-a017-6684818546cd,FUNESTUS COMPLEX,Point,-15.9167,15.9667
f6974fc8-e275-4343-bf06-847b99c675b9,FUNESTUS COMPLEX,Point,34.91,-0.81
f7668009-00d8-45cf-a921-fe03d84101ad,FUNESTUS COMPLEX,Point,34.75488,-0.61051
f8fc56cc-1d1d-44f6-b0e8-39362f9511ac,FUNESTUS COMPLEX,Point,8.849,3.551
f9518a2c-5ed3-43cc-b1ef-fb41f46a9aa9,FUNESTUS COMPLEX,Point,26.773,-16.217
f9af705d-f547-4aa6-8e79-c95cb547d38d,FUNESTUS COMPLEX,Point,-15.9167,15.9667
fa4ffd3e-80c5-4a73-b823-12404a7386d7,FUNESTUS COMPLEX,Point,34.7991,-0.5794
fd2a7220-7755-4626-9488-f4fd74e2612e,FUNESTUS COMPLEX,Point,37.3446,-0.6981
fdad998b-5371-4423-8b73-a9cefad10fc8,FUNESTUS COMPLEX,Point,2.916,13.434
fdcbd184-29e3-4b89-9de1-a2b8c546c452,FUNESTUS COMPLEX,Point,30.566,-24.75
fee7272b-a968-44c4-a9d5-d6f981cd8fb8,FUNESTUS COMPLEX,Point,34.566,-19.465
ff28c880-727c-49e6-b0f0-9fe44357c2f8,FUNESTUS COMPLEX,Point,34.81807,-0.56352
ff41efc1-1dbf-4201-84f6-5b9476bedb03,FUNESTUS COMPLEX,Point,13.507,9.398
ff4a4456-73f2-4de1-96b3-29264cdc2b8b,FUNESTUS COMPLEX,Point,34.5167,-0.1
ff54429c-807a-427c-8daa-caf2145f1d60,FUNESTUS COMPLEX,Point,34.292,-0.482
ff678e81-4a14-4522-ae7d-5d5dfa8d4106,FUNESTUS COMPLEX,Point,3.349,7.159
